codigo_pv,distrito,concelho,freguesia,regiao_agraria,nut_iii,hayford_x,hayford_y,altitude_m,tipo_estrutura,altura_plataforma_m,fonte_energia,obstrucao_visibilidade,n_visadas,area_ardida_ha,risco_muito_alto_pct,risco_alto_pct,risco_medio_pct,risco_baixo_pct,risco_muito_baixo_pct,rede,lat,lon,coord_source,osm_name,osm_height,osm_height_viewpoint,osm_ele,osm_material,osm_ownership,osm_start_date,osm_website,osm_tower_construction
46-06,Viseu,Tondela,Vila Nova da Rainha,Beira Litoral,Dão Lafões,204281,390371,371,Metálica,16,Painel Solar,Reduzida,187,44029,40.4,28.1,15.4,16,0,Primária,40.4821896,-8.0826216,OSM,Posto de Vigia Senhora da Esperança,19,16.0,373,metal,DRABL,1990,http://scrif.igeo.pt/ASP/pesque.asp?cod=155,lattice
46-07,Viseu,São Pedro do Sul,Valadares,Beira Litoral,Dão Lafões,194421,424260,890,Metálica,7,Painel Solar,Reduzida,134,36950,29.1,34.6,19.3,15.9,1.1,Primária,40.787323,-8.1991417,OSM,Posto de Vigia Gravia,9,6.0,891,metal,DRABL,1987,http://scrif.igeo.pt/ASP/pesque.asp?cod=156,lattice
46-08,Viseu,São Pedro do Sul,S.tinho das Moitas,Beira Litoral,Dão Lafões,206107,434062,1050,Alvenaria,7,Electricidade,Média,252,47027,38.7,39.3,15.1,6.9,0,Primária,40.8755511,-8.0606649,Hayford_converted,,,,,,,,,
46-09,Viseu,Mortágua,Sobral,Beira Litoral,Dão Lafões,190793,393377,765,Metálica,12,Painel Solar,Reduzida,39,24454,23.7,30.6,17.2,27.4,1.2,Primária,40.5092275,-8.24193,OSM,Posto de Vigia Cabeço do Boi,15,12.0,768,metal,DRABL,1998,http://scrif.igeo.pt/ASP/pesque.asp?cod=158,lattice
47-06,Viseu,Mortágua,Espinho,Beira Litoral,Baixo Vouga,183559,391345,475,Metálica,8,Painel Solar,Muito Elevada,14,15817,17.3,30.1,18.5,32.6,1.4,Primária,40.4907038,-8.3269565,OSM,Posto de Vigia Moinho do Pisco,10,8.0,475,metal,DRABL,1988,http://scrif.igeo.pt/ASP/pesque.asp?cod=164,lattice
66-01,Évora,Montemor-o-Novo,Lavre,Alentejo,Alentejo Central,187490,204826,221,Metálica,8,Painel Solar,Nula,8,,0,0.1,0.1,0.8,92.4,Primária,38.81087,-8.2771371,OSM,Posto de Vigia Godeal,10,8.0,222,metal,DRAAL,1992,http://scrif.igeo.pt/ASP/pesque.asp?cod=213,lattice
66-02,Évora,Viana do Alentejo,Alcáçovas,Alentejo,Alentejo Central,194629,159641,280,Metálica,10,Electricidade,Reduzida,10,,0,0.1,0.1,0.8,99,Primária,38.4039056,-8.1946585,OSM,Posto de Vigia Senhora da Esperança,12,10.0,282,metal,DRAAL,1992,http://scrif.igeo.pt/ASP/pesque.asp?cod=214,lattice
68-01,Évora,Estremoz,Glória,Alentejo,Alentejo Central,247730,197013,652,Metálica,8.2,Electricidade,Reduzida,13,,0,3.08,4.73,9.51,82.67,Primária,38.7393346,-7.5841266,Hayford_converted,,,,,,,,,
51-02,,,,,,,,58,,,,,,,,,,,,,39.3752539,-9.2906864,OSM_only,Posto de Vigia Vale Grande,,,58,,CM PENICHE,,http://scrif.igeo.pt/ASP/pesque.asp?cod=166,
P03,,,,,,,,678,,,,,,,,,,,,,39.5354347,-8.6376735,OSM_only,Posto de Vigia Aire,6,4.0,678,metal,PNSAC,1989,http://scrif.igeo.pt/ASP/pesque.asp?cod=235,lattice
M. ATALAIA,,,,,,,,206,,,,,,,,,,,,,38.0768721,-8.5193908,OSM_only,Moinho da Atalaia,10,8.0,206,masonry,PORTUCEL,1980,http://scrif.igeo.pt/ASP/pesque.asp?cod=229,freestanding
54-02,,,,,,,,326,,,,,,,,,,,,,38.7779046,-9.4726725,OSM_only,Posto de Vigia Cabeço do Outeiro,,,326,,DRA,,http://scrif.igeo.pt/ASP/pesque.asp?cod=176,
S.OSSA-1,,,,,,,,428,,,,,,,,,,,,,38.7457762,-7.6123868,OSM_only,Posto de Vigia Serra de Ossa 1,,,428,,PORTUCEL,,http://scrif.igeo.pt/ASP/pesque.asp?cod=236,freestanding
P3,,,,,,,,138,,,,,,,,,,,,,37.1384153,-8.8789485,OSM_only,Posto de Vigia Monteiros,12,10.0,138,metal,PNSACV,1992,http://scrif.igeo.pt/ASP/pesque.asp?cod=234,lattice
33-01,,,,,,,,1595,,,,,,,,,,,,,40.4724552,-7.5393104,OSM_only,Posto de Vigia Santinha,,,1595,,DRA,,http://scrif.igeo.pt/ASP/pesque.asp?cod=80,
0-92,,,,,,,,772,,,,,,,,,,,,,41.7130761,-8.0142531,OSM_only,Posto de Vigia São Lourenço,10,8.0,772,metal,PNPG,1989,http://scrif.igeo.pt/ASP/pesque.asp?cod=4,lattice
P1,,,,,,,,118,,,,,,,,,,,,,37.3269914,-8.8100848,OSM_only,Posto de Vigia Mariares,8,6.0,118,metal,PNSACV,1992,http://scrif.igeo.pt/ASP/pesque.asp?cod=232,lattice
VALONGO-2,,,,,,,,366,,,,,,,,,,,,,41.174802,-8.4954969,OSM_only,Posto de Vigia Santa Justa,8,6.0,366,masonry,PORTUCEL,,,freestanding
P02,,,,,,,,547,,,,,,,,,,,,,39.5701199,-8.8510559,OSM_only,Posto de Vigia Penedos Negros,10,8.0,547,metal,PNSAC,1989,http://scrif.igeo.pt/ASP/pesque.asp?cod=231,lattice
55-05,,,,,,,,149,,,,,,,,,,,,,39.2059128,-8.9675746,OSM_only,Posto de Vigia Alcoentre,,,149,,EMPORSIL,,http://scrif.igeo.pt/ASP/pesque.asp?cod=183,
P2,,,,,,,,182,,,,,,,,,,,,,37.2616003,-8.8203799,OSM_only,Posto de Vigia Valinhos,14,12.0,182,metal,PNSACV,1992,http://scrif.igeo.pt/ASP/pesque.asp?cod=233,lattice
P01,,,,,,,,483,,,,,,,,,,,,,39.4692163,-8.8875993,OSM_only,Posto de Vigia Vale de Ventos,6,4.0,483,metal,PNSAC,1989,http://scrif.igeo.pt/ASP/pesque.asp?cod=230,lattice
